Fra_dato,Mængde,Måleenhed,Kvalitet,Type
01/02/2023 11.00,02.31,KWH,Målt,Tidsserie
01/02/2023 12.00,00.51,KWH,Målt,Tidsserie
01/02/2023 13.00,0.0527777777777778,KWH,Målt,Tidsserie
01/02/2023 14.00,0.0569444444444444,KWH,Målt,Tidsserie
01/02/2023 15.00,0.0430555555555556,KWH,Målt,Tidsserie
01/02/2023 16.00,0.0604166666666667,KWH,Målt,Tidsserie
01/02/2023 17.00,0.0513888888888889,KWH,Målt,Tidsserie
01/02/2023 18.00,0.0444444444444444,KWH,Målt,Tidsserie
01/02/2023 19.00,0.0430555555555556,KWH,Målt,Tidsserie
01/02/2023 20.00,0.0423611111111111,KWH,Målt,Tidsserie
01/02/2023 21.00,00.42,KWH,Målt,Tidsserie
01/02/2023 22.00,00.04,KWH,Målt,Tidsserie
01/02/2023 23.00,00.39,KWH,Målt,Tidsserie
02/02/2023 00.00,00.04,KWH,Målt,Tidsserie
02/02/2023 01.00,00.55,KWH,Målt,Tidsserie
02/02/2023 02.00,00.44,KWH,Målt,Tidsserie
02/02/2023 03.00,00.55,KWH,Målt,Tidsserie
02/02/2023 04.00,00.43,KWH,Målt,Tidsserie
02/02/2023 05.00,00.52,KWH,Målt,Tidsserie
02/02/2023 06.00,00.56,KWH,Målt,Tidsserie
02/02/2023 07.00,0.0631944444444444,KWH,Målt,Tidsserie
02/02/2023 08.00,0.0465277777777778,KWH,Målt,Tidsserie
02/02/2023 09.00,00.01,KWH,Målt,Tidsserie
02/02/2023 10.00,00.51,KWH,Målt,Tidsserie
02/02/2023 11.00,01.06,KWH,Målt,Tidsserie
02/02/2023 12.00,01.35,KWH,Målt,Tidsserie
02/02/2023 13.00,00.22,KWH,Målt,Tidsserie
02/02/2023 14.00,01.01,KWH,Målt,Tidsserie
02/02/2023 15.00,01.04,KWH,Målt,Tidsserie
02/02/2023 16.00,01.41,KWH,Målt,Tidsserie
02/02/2023 17.00,02.58,KWH,Målt,Tidsserie
02/02/2023 18.00,0.110416666666667,KWH,Målt,Tidsserie
02/02/2023 19.00,01.21,KWH,Målt,Tidsserie
02/02/2023 20.00,0.0534722222222222,KWH,Målt,Tidsserie
02/02/2023 21.00,0.0611111111111111,KWH,Målt,Tidsserie
02/02/2023 22.00,00.43,KWH,Målt,Tidsserie
02/02/2023 23.00,00.47,KWH,Målt,Tidsserie
03/02/2023 00.00,00.41,KWH,Målt,Tidsserie
03/02/2023 01.00,00.53,KWH,Målt,Tidsserie
03/02/2023 02.00,00.04,KWH,Målt,Tidsserie
03/02/2023 03.00,00.38,KWH,Målt,Tidsserie
03/02/2023 04.00,00.03,KWH,Målt,Tidsserie
03/02/2023 05.00,00.26,KWH,Målt,Tidsserie
03/02/2023 06.00,00.26,KWH,Målt,Tidsserie
03/02/2023 07.00,1,KWH,Målt,Tidsserie
03/02/2023 08.00,00.08,KWH,Målt,Tidsserie
03/02/2023 09.00,0.0534722222222222,KWH,Målt,Tidsserie
03/02/2023 10.00,00.37,KWH,Målt,Tidsserie
03/02/2023 11.00,00.17,KWH,Målt,Tidsserie
03/02/2023 12.00,00.16,KWH,Målt,Tidsserie
03/02/2023 13.00,00.21,KWH,Målt,Tidsserie
03/02/2023 14.00,00.39,KWH,Målt,Tidsserie
03/02/2023 15.00,00.39,KWH,Målt,Tidsserie
03/02/2023 16.00,00.52,KWH,Målt,Tidsserie
03/02/2023 17.00,01.25,KWH,Målt,Tidsserie
03/02/2023 18.00,01.19,KWH,Målt,Tidsserie
03/02/2023 19.00,0.0541666666666667,KWH,Målt,Tidsserie
03/02/2023 20.00,0.0472222222222222,KWH,Målt,Tidsserie
03/02/2023 21.00,00.53,KWH,Målt,Tidsserie
03/02/2023 22.00,00.42,KWH,Målt,Tidsserie
03/02/2023 23.00,00.54,KWH,Målt,Tidsserie
04/02/2023 00.00,00.53,KWH,Målt,Tidsserie
04/02/2023 01.00,00.44,KWH,Målt,Tidsserie
04/02/2023 02.00,00.53,KWH,Målt,Tidsserie
04/02/2023 03.00,00.51,KWH,Målt,Tidsserie
04/02/2023 04.00,00.55,KWH,Målt,Tidsserie
04/02/2023 05.00,00.55,KWH,Målt,Tidsserie
04/02/2023 06.00,00.52,KWH,Målt,Tidsserie
04/02/2023 07.00,0.0569444444444444,KWH,Målt,Tidsserie
04/02/2023 08.00,0.0472222222222222,KWH,Målt,Tidsserie
04/02/2023 09.00,00.23,KWH,Målt,Tidsserie
04/02/2023 10.00,00.18,KWH,Målt,Tidsserie
04/02/2023 11.00,00.19,KWH,Målt,Tidsserie
04/02/2023 12.00,00.46,KWH,Målt,Tidsserie
04/02/2023 13.00,0.0604166666666667,KWH,Målt,Tidsserie
04/02/2023 14.00,01.37,KWH,Målt,Tidsserie
04/02/2023 15.00,0.0666666666666667,KWH,Målt,Tidsserie
04/02/2023 16.00,00.57,KWH,Målt,Tidsserie
04/02/2023 17.00,0.0631944444444444,KWH,Målt,Tidsserie
04/02/2023 18.00,0.0520833333333333,KWH,Målt,Tidsserie
04/02/2023 19.00,0.0479166666666667,KWH,Målt,Tidsserie
04/02/2023 20.00,0.0569444444444444,KWH,Målt,Tidsserie
04/02/2023 21.00,0.0479166666666667,KWH,Målt,Tidsserie
04/02/2023 22.00,0.0458333333333333,KWH,Målt,Tidsserie
04/02/2023 23.00,00.05,KWH,Målt,Tidsserie
05/02/2023 00.00,00.49,KWH,Målt,Tidsserie
05/02/2023 01.00,00.05,KWH,Målt,Tidsserie
05/02/2023 02.00,00.57,KWH,Målt,Tidsserie
05/02/2023 03.00,00.51,KWH,Målt,Tidsserie
05/02/2023 04.00,00.48,KWH,Målt,Tidsserie
05/02/2023 05.00,00.45,KWH,Målt,Tidsserie
05/02/2023 06.00,00.46,KWH,Målt,Tidsserie
05/02/2023 07.00,00.54,KWH,Målt,Tidsserie
05/02/2023 08.00,0.0979166666666667,KWH,Målt,Tidsserie
05/02/2023 09.00,01.59,KWH,Målt,Tidsserie
05/02/2023 10.00,01.12,KWH,Målt,Tidsserie
05/02/2023 11.00,0.0868055555555555,KWH,Målt,Tidsserie
05/02/2023 12.00,1,KWH,Målt,Tidsserie
05/02/2023 13.00,01.05,KWH,Målt,Tidsserie
05/02/2023 14.00,01.11,KWH,Målt,Tidsserie
05/02/2023 15.00,00.57,KWH,Målt,Tidsserie
05/02/2023 16.00,01.05,KWH,Målt,Tidsserie
05/02/2023 17.00,03.14,KWH,Målt,Tidsserie
05/02/2023 18.00,01.56,KWH,Målt,Tidsserie
05/02/2023 19.00,0.140972222222222,KWH,Målt,Tidsserie
05/02/2023 20.00,01.04,KWH,Målt,Tidsserie
05/02/2023 21.00,0.06875,KWH,Målt,Tidsserie
05/02/2023 22.00,00.06,KWH,Målt,Tidsserie
05/02/2023 23.00,00.48,KWH,Målt,Tidsserie
06/02/2023 00.00,00.52,KWH,Målt,Tidsserie
06/02/2023 01.00,00.55,KWH,Målt,Tidsserie
06/02/2023 02.00,00.06,KWH,Målt,Tidsserie
06/02/2023 03.00,00.57,KWH,Målt,Tidsserie
06/02/2023 04.00,00.59,KWH,Målt,Tidsserie
06/02/2023 05.00,00.56,KWH,Målt,Tidsserie
06/02/2023 06.00,0.0597222222222222,KWH,Målt,Tidsserie
06/02/2023 07.00,01.37,KWH,Målt,Tidsserie
06/02/2023 08.00,0.0666666666666667,KWH,Målt,Tidsserie
06/02/2023 09.00,00.36,KWH,Målt,Tidsserie
06/02/2023 10.00,00.26,KWH,Målt,Tidsserie
06/02/2023 11.00,00.22,KWH,Målt,Tidsserie
06/02/2023 12.00,0.0576388888888889,KWH,Målt,Tidsserie
06/02/2023 13.00,01.01,KWH,Målt,Tidsserie
06/02/2023 14.00,00.24,KWH,Målt,Tidsserie
06/02/2023 15.00,00.47,KWH,Målt,Tidsserie
06/02/2023 16.00,01.03,KWH,Målt,Tidsserie
06/02/2023 17.00,0.0638888888888889,KWH,Målt,Tidsserie
06/02/2023 18.00,0.0458333333333333,KWH,Målt,Tidsserie
06/02/2023 19.00,0.0472222222222222,KWH,Målt,Tidsserie
06/02/2023 20.00,0.0576388888888889,KWH,Målt,Tidsserie
06/02/2023 21.00,00.58,KWH,Målt,Tidsserie
06/02/2023 22.00,00.53,KWH,Målt,Tidsserie
06/02/2023 23.00,00.53,KWH,Målt,Tidsserie
07/02/2023 00.00,00.52,KWH,Målt,Tidsserie
07/02/2023 01.00,00.54,KWH,Målt,Tidsserie
07/02/2023 02.00,00.51,KWH,Målt,Tidsserie
07/02/2023 03.00,00.51,KWH,Målt,Tidsserie
07/02/2023 04.00,00.49,KWH,Målt,Tidsserie
07/02/2023 05.00,00.51,KWH,Målt,Tidsserie
07/02/2023 06.00,0.0520833333333333,KWH,Målt,Tidsserie
07/02/2023 07.00,0.0638888888888889,KWH,Målt,Tidsserie
07/02/2023 08.00,01.17,KWH,Målt,Tidsserie
07/02/2023 09.00,00.46,KWH,Målt,Tidsserie
07/02/2023 10.00,00.04,KWH,Målt,Tidsserie
07/02/2023 11.00,00.25,KWH,Målt,Tidsserie
07/02/2023 12.00,00.47,KWH,Målt,Tidsserie
07/02/2023 13.00,0.0465277777777778,KWH,Målt,Tidsserie
07/02/2023 14.00,00.12,KWH,Målt,Tidsserie
07/02/2023 15.00,00.26,KWH,Målt,Tidsserie
07/02/2023 16.00,01.24,KWH,Målt,Tidsserie
07/02/2023 17.00,01.06,KWH,Målt,Tidsserie
07/02/2023 18.00,0.0645833333333333,KWH,Målt,Tidsserie
07/02/2023 19.00,0.0479166666666667,KWH,Målt,Tidsserie
07/02/2023 20.00,0.0541666666666667,KWH,Målt,Tidsserie
07/02/2023 21.00,00.08,KWH,Målt,Tidsserie
07/02/2023 22.00,00.09,KWH,Målt,Tidsserie
07/02/2023 23.00,00.47,KWH,Målt,Tidsserie
08/02/2023 00.00,00.39,KWH,Målt,Tidsserie
08/02/2023 01.00,00.37,KWH,Målt,Tidsserie
08/02/2023 02.00,00.46,KWH,Målt,Tidsserie
08/02/2023 03.00,00.48,KWH,Målt,Tidsserie
08/02/2023 04.00,00.57,KWH,Målt,Tidsserie
08/02/2023 05.00,00.56,KWH,Målt,Tidsserie
08/02/2023 06.00,0.0430555555555556,KWH,Målt,Tidsserie
08/02/2023 07.00,0.0569444444444444,KWH,Målt,Tidsserie
08/02/2023 08.00,00.07,KWH,Målt,Tidsserie
08/02/2023 09.00,0.0916666666666667,KWH,Målt,Tidsserie
08/02/2023 10.00,00.27,KWH,Målt,Tidsserie
08/02/2023 11.00,00.29,KWH,Målt,Tidsserie
08/02/2023 12.00,01.41,KWH,Målt,Tidsserie
08/02/2023 13.00,00.02,KWH,Målt,Tidsserie
08/02/2023 14.00,00.17,KWH,Målt,Tidsserie
08/02/2023 15.00,00.12,KWH,Målt,Tidsserie
08/02/2023 16.00,00.47,KWH,Målt,Tidsserie
08/02/2023 17.00,0.09375,KWH,Målt,Tidsserie
08/02/2023 18.00,0.0958333333333333,KWH,Målt,Tidsserie
08/02/2023 19.00,0.147222222222222,KWH,Målt,Tidsserie
08/02/2023 20.00,07.23,KWH,Målt,Tidsserie
08/02/2023 21.00,0.0451388888888889,KWH,Målt,Tidsserie
08/02/2023 22.00,00.49,KWH,Målt,Tidsserie
08/02/2023 23.00,00.47,KWH,Målt,Tidsserie
09/02/2023 00.00,00.45,KWH,Målt,Tidsserie
09/02/2023 01.00,00.48,KWH,Målt,Tidsserie
09/02/2023 02.00,00.45,KWH,Målt,Tidsserie
09/02/2023 03.00,00.47,KWH,Målt,Tidsserie
09/02/2023 04.00,00.47,KWH,Målt,Tidsserie
09/02/2023 05.00,00.47,KWH,Målt,Tidsserie
09/02/2023 06.00,00.46,KWH,Målt,Tidsserie
09/02/2023 07.00,0.105555555555556,KWH,Målt,Tidsserie
09/02/2023 08.00,0.0652777777777778,KWH,Målt,Tidsserie
09/02/2023 09.00,01.47,KWH,Målt,Tidsserie
09/02/2023 10.00,01.17,KWH,Målt,Tidsserie
09/02/2023 11.00,01.35,KWH,Målt,Tidsserie
09/02/2023 12.00,0.0534722222222222,KWH,Målt,Tidsserie
09/02/2023 13.00,00.08,KWH,Målt,Tidsserie
09/02/2023 14.00,00.37,KWH,Målt,Tidsserie
09/02/2023 15.00,0.230555555555556,KWH,Målt,Tidsserie
09/02/2023 16.00,06.04,KWH,Målt,Tidsserie
09/02/2023 17.00,01.21,KWH,Målt,Tidsserie
09/02/2023 18.00,01.28,KWH,Målt,Tidsserie
09/02/2023 19.00,0.0430555555555556,KWH,Målt,Tidsserie
09/02/2023 20.00,00.51,KWH,Målt,Tidsserie
09/02/2023 21.00,0.0645833333333333,KWH,Målt,Tidsserie
09/02/2023 22.00,00.35,KWH,Målt,Tidsserie
09/02/2023 23.00,00.24,KWH,Målt,Tidsserie
10/02/2023 00.00,00.29,KWH,Målt,Tidsserie
10/02/2023 01.00,00.23,KWH,Målt,Tidsserie
10/02/2023 02.00,00.33,KWH,Målt,Tidsserie
10/02/2023 03.00,00.38,KWH,Målt,Tidsserie
10/02/2023 04.00,00.39,KWH,Målt,Tidsserie
10/02/2023 05.00,00.37,KWH,Målt,Tidsserie
10/02/2023 06.00,00.54,KWH,Målt,Tidsserie
10/02/2023 07.00,01.59,KWH,Målt,Tidsserie
10/02/2023 08.00,00.41,KWH,Målt,Tidsserie
10/02/2023 09.00,00.31,KWH,Målt,Tidsserie
10/02/2023 10.00,00.21,KWH,Målt,Tidsserie
10/02/2023 11.00,00.23,KWH,Målt,Tidsserie
10/02/2023 12.00,00.22,KWH,Målt,Tidsserie
10/02/2023 13.00,182.291.666.666.667,KWH,Målt,Tidsserie
10/02/2023 14.00,0.295138888888889,KWH,Målt,Tidsserie
10/02/2023 15.00,00.43,KWH,Målt,Tidsserie
10/02/2023 16.00,01.06,KWH,Målt,Tidsserie
10/02/2023 17.00,0.05625,KWH,Målt,Tidsserie
10/02/2023 18.00,01.04,KWH,Målt,Tidsserie
10/02/2023 19.00,00.51,KWH,Målt,Tidsserie
10/02/2023 20.00,00.54,KWH,Målt,Tidsserie
10/02/2023 21.00,00.49,KWH,Målt,Tidsserie
10/02/2023 22.00,00.36,KWH,Målt,Tidsserie
10/02/2023 23.00,00.32,KWH,Målt,Tidsserie
11/02/2023 00.00,00.34,KWH,Målt,Tidsserie
11/02/2023 01.00,00.25,KWH,Målt,Tidsserie
11/02/2023 02.00,00.28,KWH,Målt,Tidsserie
11/02/2023 03.00,00.27,KWH,Målt,Tidsserie
11/02/2023 04.00,00.27,KWH,Målt,Tidsserie
11/02/2023 05.00,00.28,KWH,Målt,Tidsserie
11/02/2023 06.00,00.26,KWH,Målt,Tidsserie
11/02/2023 07.00,00.29,KWH,Målt,Tidsserie
11/02/2023 08.00,00.53,KWH,Målt,Tidsserie
11/02/2023 09.00,04.32,KWH,Målt,Tidsserie
11/02/2023 10.00,00.34,KWH,Målt,Tidsserie
11/02/2023 11.00,05.32,KWH,Målt,Tidsserie
11/02/2023 12.00,05.43,KWH,Målt,Tidsserie
11/02/2023 13.00,01.07,KWH,Målt,Tidsserie
11/02/2023 14.00,01.04,KWH,Målt,Tidsserie
11/02/2023 15.00,02.01,KWH,Målt,Tidsserie
11/02/2023 16.00,0.109722222222222,KWH,Målt,Tidsserie
11/02/2023 17.00,00.43,KWH,Målt,Tidsserie
11/02/2023 18.00,00.44,KWH,Målt,Tidsserie
11/02/2023 19.00,00.45,KWH,Målt,Tidsserie
11/02/2023 20.00,04.19,KWH,Målt,Tidsserie
11/02/2023 21.00,08.11,KWH,Målt,Tidsserie
11/02/2023 22.00,02.32,KWH,Målt,Tidsserie
11/02/2023 23.00,00.31,KWH,Målt,Tidsserie
12/02/2023 00.00,00.27,KWH,Målt,Tidsserie
12/02/2023 01.00,00.27,KWH,Målt,Tidsserie
12/02/2023 02.00,00.26,KWH,Målt,Tidsserie
12/02/2023 03.00,00.27,KWH,Målt,Tidsserie
12/02/2023 04.00,00.27,KWH,Målt,Tidsserie
12/02/2023 05.00,00.28,KWH,Målt,Tidsserie
12/02/2023 06.00,00.25,KWH,Målt,Tidsserie
12/02/2023 07.00,00.03,KWH,Målt,Tidsserie
12/02/2023 08.00,1,KWH,Målt,Tidsserie
12/02/2023 09.00,00.09,KWH,Målt,Tidsserie
12/02/2023 10.00,01.43,KWH,Målt,Tidsserie
12/02/2023 11.00,0.0604166666666667,KWH,Målt,Tidsserie
12/02/2023 12.00,0.0444444444444444,KWH,Målt,Tidsserie
12/02/2023 13.00,04.22,KWH,Målt,Tidsserie
12/02/2023 14.00,09.08,KWH,Målt,Tidsserie
12/02/2023 15.00,01.22,KWH,Målt,Tidsserie
12/02/2023 16.00,01.16,KWH,Målt,Tidsserie
12/02/2023 17.00,01.41,KWH,Målt,Tidsserie
12/02/2023 18.00,01.14,KWH,Målt,Tidsserie
12/02/2023 19.00,02.54,KWH,Målt,Tidsserie
12/02/2023 20.00,0.0548611111111111,KWH,Målt,Tidsserie
12/02/2023 21.00,03.01,KWH,Målt,Tidsserie
12/02/2023 22.00,0.303472222222222,KWH,Målt,Tidsserie
12/02/2023 23.00,00.29,KWH,Målt,Tidsserie
13/02/2023 00.00,00.27,KWH,Målt,Tidsserie
13/02/2023 01.00,00.03,KWH,Målt,Tidsserie
13/02/2023 02.00,00.27,KWH,Målt,Tidsserie
13/02/2023 03.00,00.29,KWH,Målt,Tidsserie
13/02/2023 04.00,00.26,KWH,Målt,Tidsserie
13/02/2023 05.00,00.29,KWH,Målt,Tidsserie
13/02/2023 06.00,00.07,KWH,Målt,Tidsserie
13/02/2023 07.00,01.31,KWH,Målt,Tidsserie
13/02/2023 08.00,02.17,KWH,Målt,Tidsserie
13/02/2023 09.00,01.06,KWH,Målt,Tidsserie
13/02/2023 10.00,00.56,KWH,Målt,Tidsserie
13/02/2023 11.00,01.16,KWH,Målt,Tidsserie
13/02/2023 12.00,02.12,KWH,Målt,Tidsserie
13/02/2023 13.00,00.52,KWH,Målt,Tidsserie
13/02/2023 14.00,0.0666666666666667,KWH,Målt,Tidsserie
13/02/2023 15.00,0.0465277777777778,KWH,Målt,Tidsserie
13/02/2023 16.00,00.04,KWH,Målt,Tidsserie
13/02/2023 17.00,0.0652777777777778,KWH,Målt,Tidsserie
13/02/2023 18.00,00.06,KWH,Målt,Tidsserie
13/02/2023 19.00,00.53,KWH,Målt,Tidsserie
13/02/2023 20.00,00.54,KWH,Målt,Tidsserie
13/02/2023 21.00,00.05,KWH,Målt,Tidsserie
13/02/2023 22.00,0.0479166666666667,KWH,Målt,Tidsserie
13/02/2023 23.00,0.0506944444444444,KWH,Målt,Tidsserie
14/02/2023 00.00,00.28,KWH,Målt,Tidsserie
14/02/2023 01.00,07.11,KWH,Målt,Tidsserie
14/02/2023 02.00,07.48,KWH,Målt,Tidsserie
14/02/2023 03.00,00.32,KWH,Målt,Tidsserie
14/02/2023 04.00,00.32,KWH,Målt,Tidsserie
14/02/2023 05.00,00.35,KWH,Målt,Tidsserie
14/02/2023 06.00,0.0465277777777778,KWH,Målt,Tidsserie
14/02/2023 07.00,1,KWH,Målt,Tidsserie
14/02/2023 08.00,0.0479166666666667,KWH,Målt,Tidsserie
14/02/2023 09.00,01.09,KWH,Målt,Tidsserie
14/02/2023 10.00,00.41,KWH,Målt,Tidsserie
14/02/2023 11.00,0.0465277777777778,KWH,Målt,Tidsserie
14/02/2023 12.00,0.0680555555555555,KWH,Målt,Tidsserie
14/02/2023 13.00,00.27,KWH,Målt,Tidsserie
14/02/2023 14.00,02.04,KWH,Målt,Tidsserie
14/02/2023 15.00,0.341666666666667,KWH,Målt,Tidsserie
14/02/2023 16.00,04.47,KWH,Målt,Tidsserie
14/02/2023 17.00,02.23,KWH,Målt,Tidsserie
14/02/2023 18.00,01.29,KWH,Målt,Tidsserie
14/02/2023 19.00,01.27,KWH,Målt,Tidsserie
14/02/2023 20.00,00.56,KWH,Målt,Tidsserie
14/02/2023 21.00,00.49,KWH,Målt,Tidsserie
14/02/2023 22.00,00.04,KWH,Målt,Tidsserie
14/02/2023 23.00,00.04,KWH,Målt,Tidsserie
15/02/2023 00.00,00.37,KWH,Målt,Tidsserie
15/02/2023 01.00,05.51,KWH,Målt,Tidsserie
15/02/2023 02.00,00.37,KWH,Målt,Tidsserie
15/02/2023 03.00,00.46,KWH,Målt,Tidsserie
15/02/2023 04.00,00.04,KWH,Målt,Tidsserie
15/02/2023 05.00,00.36,KWH,Målt,Tidsserie
15/02/2023 06.00,00.07,KWH,Målt,Tidsserie
15/02/2023 07.00,0.105555555555556,KWH,Målt,Tidsserie
15/02/2023 08.00,02.04,KWH,Målt,Tidsserie
15/02/2023 09.00,0.0527777777777778,KWH,Målt,Tidsserie
15/02/2023 10.00,0.0618055555555556,KWH,Målt,Tidsserie
15/02/2023 11.00,0.0423611111111111,KWH,Målt,Tidsserie
15/02/2023 12.00,00.42,KWH,Målt,Tidsserie
15/02/2023 13.00,00.51,KWH,Målt,Tidsserie
15/02/2023 14.00,147.569.444.444.444,KWH,Målt,Tidsserie
15/02/2023 15.00,0.359027777777778,KWH,Målt,Tidsserie
15/02/2023 16.00,01.07,KWH,Målt,Tidsserie
15/02/2023 17.00,03.03,KWH,Målt,Tidsserie
15/02/2023 18.00,01.42,KWH,Målt,Tidsserie
15/02/2023 19.00,0.0965277777777778,KWH,Målt,Tidsserie
15/02/2023 20.00,02.35,KWH,Målt,Tidsserie
15/02/2023 21.00,01.03,KWH,Målt,Tidsserie
15/02/2023 22.00,00.41,KWH,Målt,Tidsserie
15/02/2023 23.00,00.34,KWH,Målt,Tidsserie
16/02/2023 00.00,00.35,KWH,Målt,Tidsserie
16/02/2023 01.00,00.33,KWH,Målt,Tidsserie
16/02/2023 02.00,00.33,KWH,Målt,Tidsserie
16/02/2023 03.00,00.31,KWH,Målt,Tidsserie
16/02/2023 04.00,00.03,KWH,Målt,Tidsserie
16/02/2023 05.00,00.29,KWH,Målt,Tidsserie
16/02/2023 06.00,01.15,KWH,Målt,Tidsserie
16/02/2023 07.00,0.0597222222222222,KWH,Målt,Tidsserie
16/02/2023 08.00,0.0868055555555555,KWH,Målt,Tidsserie
16/02/2023 09.00,01.08,KWH,Målt,Tidsserie
16/02/2023 10.00,00.42,KWH,Målt,Tidsserie
16/02/2023 11.00,01.59,KWH,Målt,Tidsserie
16/02/2023 12.00,0.258333333333333,KWH,Målt,Tidsserie
16/02/2023 13.00,0.100694444444444,KWH,Målt,Tidsserie
16/02/2023 14.00,0.0923611111111111,KWH,Målt,Tidsserie
16/02/2023 15.00,0.0611111111111111,KWH,Målt,Tidsserie
16/02/2023 16.00,0.0548611111111111,KWH,Målt,Tidsserie
16/02/2023 17.00,03.39,KWH,Målt,Tidsserie
16/02/2023 18.00,01.44,KWH,Målt,Tidsserie
16/02/2023 19.00,0.110416666666667,KWH,Målt,Tidsserie
16/02/2023 20.00,02.22,KWH,Målt,Tidsserie
16/02/2023 21.00,0.0631944444444444,KWH,Målt,Tidsserie
16/02/2023 22.00,00.34,KWH,Målt,Tidsserie
16/02/2023 23.00,00.31,KWH,Målt,Tidsserie
17/02/2023 00.00,00.31,KWH,Målt,Tidsserie
17/02/2023 01.00,07.07,KWH,Målt,Tidsserie
17/02/2023 02.00,01.06,KWH,Målt,Tidsserie
17/02/2023 03.00,00.28,KWH,Målt,Tidsserie
17/02/2023 04.00,00.25,KWH,Målt,Tidsserie
17/02/2023 05.00,00.28,KWH,Målt,Tidsserie
17/02/2023 06.00,00.05,KWH,Målt,Tidsserie
17/02/2023 07.00,00.48,KWH,Målt,Tidsserie
17/02/2023 08.00,02.03,KWH,Målt,Tidsserie
17/02/2023 09.00,00.53,KWH,Målt,Tidsserie
17/02/2023 10.00,00.32,KWH,Målt,Tidsserie
17/02/2023 11.00,03.19,KWH,Målt,Tidsserie
17/02/2023 12.00,04.01,KWH,Målt,Tidsserie
17/02/2023 13.00,0.0638888888888889,KWH,Målt,Tidsserie
17/02/2023 14.00,0.0534722222222222,KWH,Målt,Tidsserie
17/02/2023 15.00,05.57,KWH,Målt,Tidsserie
17/02/2023 16.00,08.53,KWH,Målt,Tidsserie
17/02/2023 17.00,01.44,KWH,Målt,Tidsserie
17/02/2023 18.00,00.06,KWH,Målt,Tidsserie
17/02/2023 19.00,0.0423611111111111,KWH,Målt,Tidsserie
17/02/2023 20.00,00.52,KWH,Målt,Tidsserie
17/02/2023 21.00,00.04,KWH,Målt,Tidsserie
17/02/2023 22.00,00.36,KWH,Målt,Tidsserie
17/02/2023 23.00,00.34,KWH,Målt,Tidsserie
18/02/2023 00.00,00.44,KWH,Målt,Tidsserie
18/02/2023 01.00,02.04,KWH,Målt,Tidsserie
18/02/2023 02.00,00.36,KWH,Målt,Tidsserie
18/02/2023 03.00,00.36,KWH,Målt,Tidsserie
18/02/2023 04.00,00.35,KWH,Målt,Tidsserie
18/02/2023 05.00,00.38,KWH,Målt,Tidsserie
18/02/2023 06.00,00.36,KWH,Målt,Tidsserie
18/02/2023 07.00,00.04,KWH,Målt,Tidsserie
18/02/2023 08.00,00.42,KWH,Målt,Tidsserie
18/02/2023 09.00,01.01,KWH,Målt,Tidsserie
18/02/2023 10.00,01.11,KWH,Målt,Tidsserie
18/02/2023 11.00,05.35,KWH,Målt,Tidsserie
18/02/2023 12.00,02.03,KWH,Målt,Tidsserie
18/02/2023 13.00,0.0458333333333333,KWH,Målt,Tidsserie
18/02/2023 14.00,01.35,KWH,Målt,Tidsserie
18/02/2023 15.00,08.01,KWH,Målt,Tidsserie
18/02/2023 16.00,7,KWH,Målt,Tidsserie
18/02/2023 17.00,0.102083333333333,KWH,Målt,Tidsserie
18/02/2023 18.00,0.0652777777777778,KWH,Målt,Tidsserie
18/02/2023 19.00,0.136805555555556,KWH,Målt,Tidsserie
18/02/2023 20.00,01.29,KWH,Målt,Tidsserie
18/02/2023 21.00,01.19,KWH,Målt,Tidsserie
18/02/2023 22.00,0.0680555555555555,KWH,Målt,Tidsserie
18/02/2023 23.00,00.44,KWH,Målt,Tidsserie
19/02/2023 00.00,00.46,KWH,Målt,Tidsserie
19/02/2023 01.00,07.24,KWH,Målt,Tidsserie
19/02/2023 02.00,07.57,KWH,Målt,Tidsserie
19/02/2023 03.00,00.43,KWH,Målt,Tidsserie
19/02/2023 04.00,00.53,KWH,Målt,Tidsserie
19/02/2023 05.00,00.43,KWH,Målt,Tidsserie
19/02/2023 06.00,00.57,KWH,Målt,Tidsserie
19/02/2023 07.00,00.49,KWH,Målt,Tidsserie
19/02/2023 08.00,02.02,KWH,Målt,Tidsserie
19/02/2023 09.00,00.07,KWH,Målt,Tidsserie
19/02/2023 10.00,00.24,KWH,Målt,Tidsserie
19/02/2023 11.00,0.0958333333333333,KWH,Målt,Tidsserie
19/02/2023 12.00,0.0479166666666667,KWH,Målt,Tidsserie
19/02/2023 13.00,00.04,KWH,Målt,Tidsserie
19/02/2023 14.00,01.24,KWH,Målt,Tidsserie
19/02/2023 15.00,01.05,KWH,Målt,Tidsserie
19/02/2023 16.00,0.174305555555556,KWH,Målt,Tidsserie
19/02/2023 17.00,0.0888888888888889,KWH,Målt,Tidsserie
19/02/2023 18.00,01.05,KWH,Målt,Tidsserie
19/02/2023 19.00,01.35,KWH,Målt,Tidsserie
19/02/2023 20.00,00.06,KWH,Målt,Tidsserie
19/02/2023 21.00,00.41,KWH,Målt,Tidsserie
19/02/2023 22.00,00.37,KWH,Målt,Tidsserie
19/02/2023 23.00,00.31,KWH,Målt,Tidsserie
20/02/2023 00.00,00.31,KWH,Målt,Tidsserie
20/02/2023 01.00,07.08,KWH,Målt,Tidsserie
20/02/2023 02.00,1,KWH,Målt,Tidsserie
20/02/2023 03.00,00.28,KWH,Målt,Tidsserie
20/02/2023 04.00,00.27,KWH,Målt,Tidsserie
